Register Number,Gender,Study hours,Attendance percentage,Semester 1(aggregate),Semester 2(aggregate),Semester 3(aggregate),Semester 4(aggregate),Semester 5(aggregate),Semester 6(aggregate),Semester 7(aggregate),Semester 8(aggregate),Total aggregate,No. of backlogs,Internet access(yes/no),Extracurricular activities(yes/no),Device used for studing,Library Usage,Sleep hours,Classroom engagement level,Peer interaction level
REG04185,Male,6.3,90.4,50.76,52.05,50.59,47.4,52.18,51,52.17,49.38,50.69,4,yes,yes,"Laptops, Mobile",no,6-8 hrs,Medium,Low
REG04186,Female,2.6,78,55.12,51.28,52.92,55.99,52.83,54.24,55.44,51.34,53.64,2,no,yes,Laptops,no,4-6 hrs,High,Medium
REG04187,Male,4.1,71.3,66.9,66.54,63.32,67.54,62.32,57.79,55.68,58.45,62.32,3,yes,no,Text books,yes,<2 hrs,Low,High
REG04188,Female,5.1,89.5,74.94,73.36,74.13,72.71,73.21,73.51,74.67,75.8,74.04,1,yes,yes,"Laptops, Mobile, Text books",yes,2-4 hrs,Low,High
REG04189,Female,4,81.8,51.56,51.64,46.26,48.53,43.48,42.44,41.82,38.81,45.57,7,yes,no,Laptops,yes,2-4 hrs,Low,Medium
REG04190,Female,5.7,91.7,58.3,60.34,63.96,59.67,62.63,68.26,70.76,72.45,64.55,3,yes,no,"Laptops, Mobile",yes,6-8 hrs,High,Medium
REG04191,Female,5.1,85.5,71.37,71.72,67.3,74.14,72.07,72.54,72.05,72.3,71.69,4,yes,yes,Laptops,yes,6-8 hrs,Low,Medium
REG04192,Female,8.2,82,54.35,56.44,60.46,65.15,58.36,66.77,67.47,66.7,61.96,4,no,no,Text books,no,>8 hrs,High,Medium
REG04193,Female,1.4,80.8,74.12,77.21,79.32,82.98,83.41,85.65,87.52,91.3,82.69,1,yes,yes,Mobile,yes,>8 hrs,High,Medium
REG04194,Female,4.3,85.9,54.9,53.86,49.51,50.67,45.34,46.69,41.42,45.19,48.45,5,yes,no,Text books,no,4-6 hrs,Low,Medium
REG04195,Female,2.7,78.7,74.39,74.19,76.68,72.64,73.85,74.27,75.91,72.44,74.3,2,yes,yes,"Laptops, Text books",yes,6-8 hrs,Medium,Medium
REG04196,Male,5.7,75.2,67.03,62.5,65.47,68.94,73.08,71.23,67.44,69,68.09,4,yes,no,Mobile,no,4-6 hrs,Medium,Low
REG04197,Male,1.3,86.9,76.9,73.57,74.95,78.91,75.9,74.44,79.86,75.95,76.31,3,yes,no,"Laptops, Mobile, Text books",yes,4-6 hrs,Low,Low
REG04198,Male,5.2,80.8,55.98,60.68,60.25,63.73,60.44,65.08,67.42,68.31,62.74,3,yes,no,"Mobile, Text books",yes,2-4 hrs,Medium,Medium
REG04199,Male,3.2,82.3,63.77,60.48,57.81,61.37,64.34,66.07,61.71,62.22,62.22,3,yes,yes,Mobile,yes,4-6 hrs,Medium,Medium
REG04200,Female,3,90.7,79.47,74.84,78.95,77.88,77.56,77.79,78.17,78.57,77.9,3,yes,yes,Mobile,yes,<2 hrs,Medium,Medium
REG04201,Female,1.6,81.1,53.46,52.55,53.24,53.16,50.33,54.49,51.35,54.56,52.89,0,no,no,"Laptops, Mobile, Text books",yes,6-8 hrs,Medium,Medium
REG04202,Male,3.6,82.1,59.03,52.28,50.17,48.67,48.88,46.46,45.17,46.83,49.69,7,no,no,"Mobile, Text books",no,6-8 hrs,Medium,Low
REG04203,Male,6.7,77.2,73.95,72.73,72.47,74.5,72.44,77.39,75.09,75.26,74.23,1,yes,yes,"Laptops, Text books",no,6-8 hrs,Low,High
REG04204,Other,4.4,85.4,77.24,77.27,75.8,74.41,77.73,73.05,72.9,72.48,75.11,2,yes,yes,Laptops,yes,6-8 hrs,High,Medium
REG04205,Male,5.8,84.8,68.83,69.36,70.26,68.09,68.01,68.64,70.22,62.64,68.26,2,yes,yes,Laptops,no,6-8 hrs,Medium,Medium
REG04206,Male,7.8,89.2,56.26,53.49,57.11,59.03,55.78,62.73,61.37,67.11,59.11,6,yes,no,"Laptops, Mobile, Text books",yes,4-6 hrs,High,Medium
REG04207,Female,5,77.4,52.34,62.7,58.33,56.9,60.47,60.57,57.49,61.41,58.78,7,yes,no,"Laptops, Text books",no,4-6 hrs,Medium,High
REG04208,Female,3.4,78.3,59.15,58.05,60.69,55.28,53.61,53.15,52.17,49.08,55.15,4,yes,no,Mobile,no,6-8 hrs,Medium,Medium
REG04209,Male,5.4,88.3,55.2,53.97,53.39,57.67,56.21,53.78,53.57,52.73,54.57,4,yes,yes,"Laptops, Mobile",yes,4-6 hrs,High,Medium
REG04210,Male,3.4,84,59.96,56.07,54.49,48.61,51.03,50.35,47.26,44.31,51.51,4,yes,no,Laptops,yes,6-8 hrs,High,Medium
REG04211,Male,3.5,74.8,78.09,81.02,85.15,86.29,88.63,91.65,92.92,92.64,87.05,1,yes,yes,Text books,yes,6-8 hrs,Medium,Low
REG04212,Female,1.5,92.5,74.1,76.88,72.45,74.1,76.19,76.42,73.15,78.98,75.28,5,yes,no,"Laptops, Text books",yes,2-4 hrs,Medium,Medium
REG04213,Female,6.4,68.4,73.84,74.15,79.39,80,84.85,83.61,85.94,87.24,81.13,8,yes,no,Laptops,yes,>8 hrs,Medium,Low
REG04214,Male,3.7,88.3,66.09,65.21,61.32,60.66,58.82,54.67,53.64,48.58,58.62,4,yes,no,Text books,yes,2-4 hrs,Medium,High
REG04215,Female,4.9,71.9,64.06,60.8,64.22,58.76,59.36,55.79,54.92,55.49,59.18,6,yes,no,"Laptops, Text books",yes,6-8 hrs,Low,Low
REG04216,Female,2.4,97.1,69,64.02,59.53,61.14,60.13,50.83,50.98,51.02,58.33,3,yes,yes,Text books,yes,6-8 hrs,Medium,High
REG04217,Male,5.4,69.6,53.03,54.41,61.06,57.98,62.72,64.72,62.77,68.9,60.7,2,yes,no,Text books,yes,6-8 hrs,Low,Medium
REG04218,Female,3,91.2,64.57,61.94,62.14,66.08,66.56,63.58,65.62,62.01,64.06,1,yes,yes,"Laptops, Mobile",yes,2-4 hrs,Medium,Low
REG04219,Female,4.2,81.3,56.34,56.9,51.18,49.54,51.29,47.54,42.1,41.95,49.6,8,yes,no,Mobile,yes,6-8 hrs,Low,Medium
REG04220,Male,6.3,79.1,62.07,63.98,60.03,65,64.15,63.33,63.78,62.88,63.15,5,yes,yes,"Laptops, Text books",no,>8 hrs,Medium,Medium
REG04221,Male,6.1,83.5,70.09,66.99,63.42,61.59,58.35,55.61,58.68,55.27,61.25,3,yes,no,Text books,no,6-8 hrs,High,Medium
REG04222,Female,4.5,87.1,66.98,73.08,74.45,73.44,77.78,76.49,77.94,81.21,75.17,3,yes,no,Laptops,no,4-6 hrs,High,Medium
REG04223,Female,1,74.8,61.47,62.56,65.5,62.33,60.86,64.93,64.4,61.88,62.99,5,yes,no,Text books,yes,4-6 hrs,Low,Medium
REG04224,Female,10,75.5,56.22,54.41,52.95,49.23,45.74,47.73,42.48,39.85,48.58,8,yes,yes,Text books,yes,>8 hrs,Medium,Low
REG04225,Female,8,87.2,58.29,55.49,54.51,48.24,45.04,48.5,45.02,43.6,49.84,6,yes,yes,Laptops,no,6-8 hrs,Medium,High
REG04226,Female,5.9,68.3,52.41,51.21,50.82,47.08,43.4,42.64,37.96,37.19,45.34,6,yes,no,Mobile,yes,6-8 hrs,High,Medium
REG04227,Male,3,77.3,59.5,54.32,59.87,60.54,68.09,64.88,69.57,74.35,63.89,6,yes,yes,Mobile,no,6-8 hrs,Medium,Medium
REG04228,Female,4.3,100,50.36,48.37,45.97,45.86,42.18,41.77,42.28,37.72,44.31,3,yes,no,"Laptops, Mobile, Text books",yes,2-4 hrs,Low,Medium
REG04229,Male,3.4,74.3,48.6,52.71,46.71,51.46,51.32,55.51,52.64,51.02,51.25,1,yes,no,Text books,no,2-4 hrs,Medium,Medium
REG04230,Male,7,91.2,79.48,81.42,79.26,80.62,80.63,80.44,76.5,79.79,79.77,5,yes,yes,"Laptops, Text books",no,<2 hrs,Medium,High
REG04231,Female,5,77.3,63.29,63.66,61.57,61.88,65.29,65.85,59.9,59.27,62.59,3,yes,no,"Laptops, Mobile",yes,6-8 hrs,Medium,Low
REG04232,Female,2.9,86.1,71.96,65.11,69.47,73.51,77.09,77.76,81.31,78.11,74.29,5,yes,no,"Mobile, Text books",yes,4-6 hrs,Medium,Medium
REG04233,Male,3.6,87.2,80.48,78.69,72.25,69.41,75.58,69.37,64.33,65.42,71.94,6,yes,yes,Mobile,yes,2-4 hrs,Low,Low
REG04234,Female,6.7,91,58.54,61.21,65.18,62.19,71.7,70.76,70.75,73.02,66.67,7,yes,no,Text books,no,6-8 hrs,Medium,Low
REG04235,Male,7.7,80.4,65.07,65.96,60.93,57.69,54.25,53.98,50.81,50.18,57.36,0,yes,no,"Mobile, Text books",yes,6-8 hrs,Medium,Medium
REG04236,Male,7.6,97.9,66.9,58.56,62.49,53.46,59.48,54.64,53.05,46.74,56.92,6,yes,yes,Laptops,yes,4-6 hrs,High,Low
REG04237,Male,6,77.3,51.21,52.8,52.42,50.81,46,47.22,43.86,39.1,47.93,4,yes,no,"Laptops, Text books",yes,6-8 hrs,High,Medium
REG04238,Female,4,83.9,68.28,71.26,75.72,77.01,77.32,80.79,82.07,83.28,76.97,1,yes,yes,Text books,no,4-6 hrs,Medium,High
REG04239,Female,0.5,84,71.7,68.09,63.64,65.26,63.38,59.7,59.03,57.65,63.56,4,yes,yes,"Mobile, Text books",no,6-8 hrs,Medium,Medium
REG04240,Male,5.1,73,77.02,80.77,73.31,73.4,74.92,75.81,76.01,75.45,75.84,1,yes,no,Text books,yes,4-6 hrs,Low,Medium
REG04241,Female,4.5,79.7,71.77,66.82,69.02,61.27,61.83,54.37,58.2,52.69,62,5,yes,yes,"Mobile, Text books",yes,4-6 hrs,Medium,Low
REG04242,Male,4.8,83.3,51.36,51.03,55.76,62.51,59.32,64.34,65.33,66.41,59.51,7,yes,no,Laptops,yes,6-8 hrs,Low,Medium
REG04243,Female,4.6,78.5,61.77,68.44,67.93,71.42,74,78.65,78.34,78.6,72.39,2,yes,no,"Laptops, Mobile, Text books",yes,6-8 hrs,Medium,Medium
REG04244,Male,1.8,100,71.58,73.75,73.04,69.78,73.24,70.45,71.81,70.48,71.77,3,yes,no,"Laptops, Text books",yes,2-4 hrs,High,High
REG04245,Male,5.6,75.3,70.68,69.91,70.85,72.66,71.88,70.57,67.17,69.06,70.35,2,yes,yes,Mobile,yes,4-6 hrs,High,Low
REG04246,Female,5.8,91.4,69.19,70.73,70.55,70.97,70.97,70.32,73.57,72.26,71.07,3,yes,yes,"Mobile, Text books",no,6-8 hrs,Medium,Medium
REG04247,Male,5.9,88.9,66.72,64.55,65.98,60.85,61.83,61.67,64.34,64.79,63.84,6,yes,yes,Text books,yes,2-4 hrs,Medium,Medium
REG04248,Male,6.4,81.9,63.94,65.65,66.39,64.01,60.25,65.01,61.57,63.37,63.77,4,yes,yes,Laptops,yes,>8 hrs,High,Medium
REG04249,Female,5.7,75.1,61.55,59.8,66.56,62.93,65.05,65.7,65.54,64.81,63.99,3,no,no,Mobile,yes,4-6 hrs,Low,Medium
REG04250,Other,3.7,75.9,51.15,48.72,43.51,47.42,42.78,46.11,41.62,40.05,45.17,8,yes,no,Laptops,yes,>8 hrs,Medium,High
REG04251,Male,4.4,77.9,74.45,73.16,72.23,70.7,71.84,70.87,69.82,67.55,71.33,2,yes,no,"Laptops, Text books",yes,6-8 hrs,Low,Medium
REG04252,Male,4.7,67.7,54.23,57.92,59.88,58.6,58.47,62.45,64.92,69.45,60.74,3,yes,no,Laptops,yes,6-8 hrs,Medium,Medium
REG04253,Male,4.7,74,64.17,63.09,58.52,58.04,56.64,55.71,51.35,48.24,56.97,3,yes,yes,"Laptops, Text books",no,6-8 hrs,High,Medium
REG04254,Female,6.5,70.1,73.56,75.3,76.04,80.61,82.68,84.26,90.02,89.14,81.45,0,yes,no,Text books,yes,2-4 hrs,Medium,Low
REG04255,Male,5.8,92.8,70.89,69.07,68.88,70.82,71.43,67.47,74.67,70.75,70.5,1,yes,no,Text books,no,6-8 hrs,Medium,Medium
REG04256,Female,8.7,86.9,51.4,47.91,46.13,46.92,41.91,39.16,42.5,35,43.87,6,yes,no,"Laptops, Mobile",no,4-6 hrs,Medium,Medium
REG04257,Other,8.9,88.3,61.85,62.02,57.15,54.85,57.26,51.92,49.84,48.81,55.46,5,yes,yes,"Laptops, Mobile, Text books",yes,6-8 hrs,Medium,Low
REG04258,Male,4.7,86.7,49.41,53.05,54.51,58.69,55.95,59.52,64.11,65.19,57.55,3,yes,yes,"Mobile, Text books",yes,<2 hrs,Low,Low
REG04259,Male,0.5,83.3,66.99,65.17,70.83,69.83,70.36,72.78,79.38,78.99,71.79,1,no,yes,Mobile,yes,2-4 hrs,Medium,High
REG04260,Male,7,93.7,73.58,70.53,71.46,72.8,72.72,72.95,68.22,74.15,72.05,0,no,yes,Laptops,yes,2-4 hrs,Low,Low
REG04261,Male,3.4,77.1,60.5,58.43,60.94,63.9,61.64,63.08,66.1,68.47,62.88,8,yes,yes,"Laptops, Mobile, Text books",yes,4-6 hrs,Low,Medium
REG04262,Female,2.9,82.9,53.19,55.49,53.62,58.63,60.1,59.71,61.21,66.76,58.59,7,yes,yes,Text books,yes,6-8 hrs,High,Low
REG04263,Male,3.7,88,59.72,57.88,61,63.08,64.55,70.44,68.1,72.14,64.61,2,yes,no,Text books,yes,6-8 hrs,Medium,Medium
REG04264,Male,3.6,71.4,74.29,70.22,70.73,68.08,68.16,69.56,72.64,75.55,71.15,3,yes,yes,"Mobile, Text books",yes,2-4 hrs,Medium,Medium
REG04265,Female,5.7,100,62.73,63.42,57.94,56.71,57.73,54.42,51.24,49.94,56.77,3,yes,yes,Laptops,yes,6-8 hrs,Medium,Low
REG04266,Male,1.4,82.2,72.53,73.55,75.06,76.67,77.78,83.44,84.24,84.45,78.46,5,yes,no,Laptops,no,4-6 hrs,Medium,Medium
REG04267,Female,2.3,83.1,51.55,51.62,50.38,44.92,46.57,40.71,40.41,35.51,45.21,7,yes,yes,"Laptops, Text books",no,>8 hrs,Medium,Medium
REG04268,Male,5.2,92.1,72.34,73.51,74.67,79.46,73.17,78.54,74.77,79.11,75.7,0,yes,yes,"Laptops, Mobile",yes,4-6 hrs,Medium,Medium
REG04269,Female,5.7,89.3,60.39,68.62,68.19,65.45,68.74,69.85,67.45,73.91,67.82,2,yes,yes,"Laptops, Text books",yes,4-6 hrs,High,Medium
REG04270,Female,5.8,82.3,80.61,79.57,79.69,78.24,79.26,83.88,81.13,79.44,80.23,1,no,yes,"Mobile, Text books",yes,6-8 hrs,Low,High
REG04271,Female,2.9,83,61.52,67.85,66.67,65.31,68.09,63.95,65.56,68.98,65.99,6,yes,yes,"Laptops, Text books",yes,6-8 hrs,Medium,Medium
REG04272,Female,2.5,70,50.76,50.66,48.54,41.6,40.71,41.34,35.79,38.3,43.46,5,yes,no,Text books,yes,4-6 hrs,High,Low
REG04273,Male,3.5,77.5,73.8,76.01,75.65,82.7,81.93,83.96,84.89,86.69,80.7,4,yes,yes,Text books,yes,4-6 hrs,High,High
REG04274,Male,5,86.1,73.82,78.88,79.52,80.08,78.96,81.13,87.15,89.35,81.11,2,yes,yes,Text books,no,6-8 hrs,Medium,High
REG04275,Female,7.5,85.6,64.36,65.26,67.6,65.39,65.49,69.2,67.57,66.64,66.44,2,yes,yes,Laptops,yes,4-6 hrs,Medium,Medium
REG04276,Female,0.5,91.8,69.59,68.74,72.84,72.97,69.03,69.25,72.1,68.93,70.43,2,no,no,"Laptops, Text books",yes,6-8 hrs,Low,Medium
REG04277,Male,4.1,81,58.71,56.05,52.4,49.63,48.05,45.48,44.47,43.33,49.76,7,yes,yes,Mobile,yes,4-6 hrs,Medium,Medium
REG04278,Male,1.8,70.9,52.07,56.25,57.66,57.83,59.97,64.91,66.67,65.74,60.14,5,no,yes,"Laptops, Text books",yes,6-8 hrs,Medium,Low
REG04279,Male,1.2,90.5,75.97,73.74,80.02,80.88,81.32,85.37,86.47,86.23,81.25,3,yes,yes,"Laptops, Text books",no,6-8 hrs,Low,High
REG04280,Male,6.4,93.5,66.3,59.56,59.48,56.65,55.23,52.29,52.48,46.83,56.1,5,no,no,Text books,no,>8 hrs,Low,High
REG04281,Male,5.6,89.2,66.48,63.62,72.05,69.94,71.83,75.37,78.86,79.21,72.17,3,yes,yes,"Laptops, Mobile, Text books",yes,6-8 hrs,High,Medium
REG04282,Female,5.4,80.7,55.73,54.87,57.09,60.6,59.61,65.72,65.98,65.54,60.64,8,yes,yes,"Laptops, Mobile, Text books",no,2-4 hrs,Medium,High
REG04283,Male,6.3,90.4,52.91,51.43,47.91,48.25,47.89,47.42,43.77,42.25,47.73,10,no,yes,"Laptops, Mobile",yes,6-8 hrs,High,High
REG04284,Male,3.5,100,74.11,72.1,76.42,73.27,75,72.94,75.02,71.62,73.81,3,yes,yes,"Laptops, Text books",yes,4-6 hrs,Low,Medium
REG04285,Female,3.6,82.9,51.5,52.53,54.69,60.92,57.25,53.74,53.44,54.54,54.83,1,yes,yes,Mobile,yes,4-6 hrs,Medium,Medium
REG04286,Female,8.9,71.5,55.18,56.14,54.92,50.98,46.55,50.66,46.13,41.75,50.29,5,yes,yes,"Laptops, Mobile, Text books",yes,6-8 hrs,High,Low
REG04287,Female,4,77.3,61.61,59.65,55.03,58.94,61.07,64.44,59.97,59.55,60.03,4,yes,no,"Laptops, Mobile",no,6-8 hrs,High,Medium
REG04288,Female,6,87,56.23,52.23,54.5,52.24,48.61,44.78,39.14,40.96,48.59,3,yes,no,Mobile,yes,6-8 hrs,High,Medium
REG04289,Male,4.5,69.2,62.85,55.48,59.71,67.74,66.72,69.92,71.23,73.29,65.87,4,no,yes,Laptops,yes,2-4 hrs,Low,Medium
REG04290,Female,0.8,83.4,66.15,61.94,64,57.79,54.95,54.21,52.56,47.57,57.4,2,yes,no,"Laptops, Text books",no,4-6 hrs,Medium,Medium
REG04291,Female,0.5,85,73.2,68.13,64.45,64.43,63.01,63.36,56.92,54.68,63.52,4,yes,yes,Text books,yes,6-8 hrs,High,Medium
REG04292,Male,3.3,94.3,61.89,63.49,63.75,60.92,62.5,63.42,60.05,61.05,62.13,5,yes,yes,"Mobile, Text books",yes,6-8 hrs,Medium,Medium
REG04293,Female,6.6,92.5,52.34,49.48,48.43,48.14,48.27,40.95,37.22,36.61,45.18,7,no,no,Laptops,yes,4-6 hrs,Medium,High
REG04294,Female,6.1,88.9,69.05,67.78,70.1,69.01,68.09,67.08,70.03,66.91,68.51,5,yes,no,"Laptops, Text books",yes,6-8 hrs,Low,Medium
REG04295,Male,6.3,64.7,65.71,58.25,56.41,55.27,55.7,51.14,51.87,44.85,54.9,5,yes,no,"Laptops, Mobile",yes,6-8 hrs,Medium,Medium
REG04296,Male,2.5,89.4,76.86,79.28,81.79,82.27,85.84,86.17,90.79,93.02,84.5,3,yes,no,Text books,no,6-8 hrs,High,Medium
REG04297,Male,7.7,87.6,65.63,67.97,61.76,64.67,68.95,66.39,68.03,64.43,65.98,6,yes,no,Text books,no,4-6 hrs,Medium,High
REG04298,Male,2.6,84,63.51,62.33,59.33,60.02,56.04,52.51,48.8,51.62,56.77,4,yes,yes,"Laptops, Mobile",yes,2-4 hrs,High,Medium
REG04299,Male,4.9,68.2,53.37,57.64,57.53,61.25,64.03,60.87,67.91,67.26,61.23,3,yes,yes,Mobile,yes,6-8 hrs,Medium,High
REG04300,Female,4.5,75.8,75.97,77.77,70.82,75.8,72.07,66.9,68.85,65.48,71.71,2,yes,no,Laptops,no,2-4 hrs,Medium,Medium
REG04301,Male,4.2,72.7,57.66,58.75,56.88,58.36,56.24,58.27,59.82,57.28,57.91,3,yes,yes,Text books,no,4-6 hrs,Medium,High
REG04302,Female,7.2,65.9,73.98,78.58,71.88,75.78,72.27,77.44,74.64,70.21,74.35,2,yes,yes,Text books,yes,4-6 hrs,High,Medium
REG04303,Female,3.1,82,52.46,47.96,49.28,45.76,43.36,43.36,41.65,40.38,45.53,7,yes,yes,Laptops,no,4-6 hrs,Medium,High
REG04304,Female,1.8,75.6,58.84,58.76,57.7,53.66,60.17,51.22,54.16,57.59,56.51,6,yes,yes,Text books,no,4-6 hrs,Medium,Low
REG04305,Female,4.5,100,56.5,61.82,54.06,54.87,60.34,63.7,57.9,61.2,58.8,1,yes,no,"Laptops, Text books",yes,6-8 hrs,High,Medium
REG04306,Male,3.7,80.6,58.97,57.11,55.03,59.69,52.64,56.07,55.03,55.31,56.23,8,yes,yes,Laptops,yes,4-6 hrs,Medium,Medium
REG04307,Male,10,92.4,59.62,60.81,60.06,56.6,57.07,61.52,55.54,53.3,58.06,6,yes,no,Laptops,no,2-4 hrs,Low,Medium
REG04308,Female,5.9,69.4,72.8,76.33,72.5,71.75,72.53,73.08,70.9,73.07,72.87,3,yes,yes,"Laptops, Mobile",yes,>8 hrs,Medium,Medium
REG04309,Female,3.7,77.8,65.69,66.29,63.78,62.97,62.53,65.3,65.18,61.8,64.19,1,yes,no,"Laptops, Mobile",yes,6-8 hrs,Medium,Medium
REG04310,Female,2.4,82.8,58.96,55.7,61.04,63.89,62.41,65.79,61.1,66.03,61.86,1,yes,yes,Mobile,no,>8 hrs,Low,Medium
REG04311,Male,0.7,74.7,48.78,51.29,57.24,54.33,50.78,52.6,53.7,57.1,53.23,8,yes,yes,"Laptops, Mobile, Text books",yes,4-6 hrs,Medium,Low
REG04312,Female,2.4,78.6,68.68,61.12,56.87,58.45,55.46,54.55,57.06,56.82,58.63,7,yes,yes,Mobile,no,>8 hrs,Medium,Medium
REG04313,Male,4.7,80.3,66.54,68.5,68.17,66.42,65.15,65.47,66.83,69.69,67.1,6,yes,yes,Text books,yes,6-8 hrs,Low,High
REG04314,Female,7.4,80.1,65.58,67.5,65.83,62.64,63.18,57.65,59.37,56.54,62.29,3,yes,no,"Laptops, Mobile",yes,4-6 hrs,Medium,High
REG04315,Other,6.7,96.8,59.7,62.83,65.8,60.82,61.03,63.45,64.77,63.19,62.7,6,yes,no,"Laptops, Mobile",yes,4-6 hrs,Medium,Medium
REG04316,Male,5,85,67.96,70.66,66,76.56,76.49,74.02,79.75,81.74,74.15,0,yes,no,"Laptops, Mobile",yes,4-6 hrs,High,Medium
REG04317,Female,3.9,85.8,76.45,76.51,81.05,80.7,82.9,84.13,86.55,89.49,82.22,0,yes,no,"Mobile, Text books",yes,2-4 hrs,Medium,Low
REG04318,Male,5,86.3,74.76,77,74.23,73.52,70.52,75.3,79.03,79.19,75.44,5,yes,yes,"Laptops, Text books",yes,6-8 hrs,High,Medium
REG04319,Male,3.5,86.9,47.93,51.06,51.3,50.22,50.75,49.12,48.11,51.42,49.99,4,yes,yes,"Laptops, Mobile",yes,4-6 hrs,High,High
REG04320,Female,7.9,81.3,56.08,55.34,56.56,55.5,58.26,60.19,52.96,56.01,56.36,4,yes,no,Mobile,no,4-6 hrs,Medium,Medium
REG04321,Female,4.1,79.4,78.28,77.66,73.65,74.96,71.21,65.37,65.23,64.56,71.37,0,yes,no,"Mobile, Text books",yes,6-8 hrs,Medium,High
REG04322,Female,4.3,83.3,67.23,64.91,68.86,66.99,69.33,67.15,65.82,66.72,67.13,0,yes,no,"Mobile, Text books",no,6-8 hrs,Medium,Medium
REG04323,Female,0.5,91.3,71.5,69.25,65.17,64.96,69.51,68.88,68.43,65.15,67.86,1,yes,no,Text books,yes,4-6 hrs,Medium,High
REG04324,Female,4.1,91,70.95,69.99,70.63,69.98,62.34,63.49,62.35,56.09,65.73,3,yes,yes,"Laptops, Mobile, Text books",no,6-8 hrs,Medium,Low
REG04325,Female,6.2,80.1,71.45,69.03,67.23,70.07,67.59,67.48,68.62,68.31,68.72,2,yes,no,"Laptops, Text books",yes,6-8 hrs,Medium,Low
REG04326,Female,2.4,88.1,53.63,52.73,48.4,47.42,46.75,39.88,44.01,40.54,46.67,7,yes,yes,"Laptops, Mobile, Text books",yes,<2 hrs,Medium,Low
REG04327,Male,3,80.4,54.67,54.25,55.83,54.68,54.95,55.49,53.24,56.3,54.93,7,yes,no,Text books,no,>8 hrs,Medium,Medium
REG04328,Other,6.1,82.3,50.65,52.07,52.93,54.17,58.87,60.88,62.37,61.4,56.67,6,yes,yes,Text books,yes,6-8 hrs,Medium,Low
REG04329,Male,1.5,78.2,67.06,58.27,61.62,55.37,56.22,55.41,52.13,46.67,56.59,2,yes,yes,Laptops,yes,4-6 hrs,Medium,Medium
REG04330,Female,6.6,80.5,53.38,49.51,46.65,46.58,46.18,41.86,39.61,35,44.85,7,yes,yes,"Laptops, Text books",yes,6-8 hrs,Medium,High
REG04331,Male,3.4,92.7,59.97,62.96,61.5,64.38,64.25,64.85,69.6,67.38,64.36,1,yes,yes,Laptops,yes,6-8 hrs,Low,High
REG04332,Male,3.7,82.7,67.95,62.6,65.83,61.15,59.57,57.25,55.44,56.31,60.76,7,yes,yes,Laptops,yes,6-8 hrs,High,Low
REG04333,Male,2.3,83.1,78.54,77,76.07,82.31,75.71,77.23,77.39,82.9,78.39,3,no,yes,"Laptops, Text books",no,4-6 hrs,High,Medium
REG04334,Female,5.3,70.4,61.62,63.06,62.03,57.98,55.65,57.45,54.48,49.2,57.68,3,yes,yes,"Mobile, Text books",no,>8 hrs,Low,Medium
REG04335,Male,9.4,79.5,68.88,67.33,68.87,68.44,65.83,67.58,68.27,69.37,68.07,4,yes,no,"Mobile, Text books",yes,2-4 hrs,High,Medium
REG04336,Male,6.1,80.1,66.54,71.18,65.5,59.33,61.06,58.64,55.95,53.78,61.5,4,yes,no,"Mobile, Text books",yes,6-8 hrs,Medium,Low
REG04337,Female,2.8,75.4,71.64,74.89,74.43,74.95,75.71,73.12,77.09,76.31,74.77,4,yes,yes,Text books,yes,6-8 hrs,Medium,High
REG04338,Female,6.8,82.2,70.74,72.68,68.55,70.57,71.54,72.45,71.49,68.43,70.81,0,yes,no,Mobile,no,6-8 hrs,Medium,Medium
REG04339,Male,3.9,78.6,59.24,61.17,67.73,69.42,66.5,71.39,71.92,75.56,67.87,2,yes,yes,"Laptops, Mobile, Text books",no,>8 hrs,Medium,Medium
REG04340,Male,7.2,82.6,58.31,55.36,58.21,56.15,57,55.41,58.11,57.11,56.96,5,no,no,"Mobile, Text books",yes,2-4 hrs,Medium,Low
REG04341,Male,6.1,83,63.04,62.32,62.65,63.28,64.32,62.74,62.55,62.23,62.89,5,yes,yes,Mobile,no,2-4 hrs,Medium,Medium
REG04342,Male,0.5,74.4,45.58,52.04,51.01,50.24,48.81,50.03,48.05,49.02,49.35,12,yes,no,Laptops,no,6-8 hrs,Medium,Medium
REG04343,Female,2.5,78.8,74.63,75.1,73.35,66.69,67.22,62.49,62.52,59.8,67.72,6,no,yes,"Laptops, Text books",no,>8 hrs,Medium,Medium
REG04344,Female,6.4,82.6,55.31,58.56,57.24,55.48,53.8,51.55,52.2,51.33,54.43,3,yes,yes,"Laptops, Mobile, Text books",yes,6-8 hrs,High,High
REG04345,Female,4.8,91.5,58.75,55.4,56.62,56.55,52.25,43.39,46.22,42.03,51.4,8,yes,yes,"Laptops, Text books",no,4-6 hrs,Low,Low
REG04346,Male,2.5,84.1,60.9,58.72,60.9,63.58,64.74,67.18,71.59,71.4,64.88,5,yes,yes,Text books,yes,4-6 hrs,High,Low
REG04347,Female,3.2,76.7,65.63,69.04,67.87,67.58,59.29,63.46,57.51,56.55,63.37,6,yes,no,Text books,yes,2-4 hrs,Medium,Medium
REG04348,Female,0.7,85.2,70.78,72.67,69.88,66.88,67.9,65.47,68.95,65.35,68.48,4,yes,yes,"Laptops, Text books",yes,4-6 hrs,Medium,Medium
REG04349,Female,4.3,95.7,70.64,69.36,66.05,65.18,65.39,63.32,58.25,53.84,64,6,yes,yes,Text books,no,4-6 hrs,Medium,Medium
